,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
48,University of North Alabama,world rank  2031,"One Harrison Plaza
Florence
35632-0001 Alabama
United States",+1 (256) 765 4100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"The Accreditation Council for Business Schools and Programs (ACBSP)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Computing Accreditation Commission (CAC) of ABET
Accrediting Council on Education in Journalism and Mass Communications (ACEJMC)
Council for Accreditation of Counseling and Related Educational Programs (CACREP)
Council for the Accreditation of Education Preparation (CAEP)
Commission on Collegiate Nursing Education
Council of Interior Design Accreditation (CIDA)
Council on Social Work Education (CSWE)
National Association of Schools of Art and Design (NASAD)
National Association of Schools of Music (NASM)
National Kitchen and Bath Association (NKBA)","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
49,University of North Bengal,world rank  7774,"PO North Bengal University
Siliguri
734 430 West Bengal
India",+91 (353) 258 1255,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
50,University of North Carolina at Asheville,world rank  4380,"One University Heights
Asheville
28804-8510 North Carolina
United States",+1 (828) 251 6600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Chemical Society (ACS)
Council for the Accreditation of Educator Preparation (CAEP)
Engineering Accreditation Commission (EAC) of ABET","University of North Carolina System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
51,University of North Carolina at Chapel Hill,world rank  37,"103 South Building, CB 9100
Chapel Hill
27599 North Carolina
United States",+1 (919) 962 2211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Engineering Accreditation Commission (EAC) of ABET","University of North Carolina System
Association of American Universities (AAU)
Association of Public and Land-Grant Universities (APLU)
Association of Universities for Research in Astronomy (AURA)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
52,University of North Carolina at Charlotte,world rank  492,"9201 University City Boulevard
Charlotte
28223-0001 North Carolina
United States",+1 (704) 687 8622,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"National Architectural Accrediting Board (NAAB)
American Chemical Society (ACS)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
National Association of Schools of Public Affairs and Administration (NASPAA)
Council on Social Work Education (CSWE)","University of North Carolina System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
53,University of North Carolina at Greensboro,world rank  554,"1400 Spring Garden Street
Greensboro
27402-6170 North Carolina
United States",+1 (336) 334 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation
Computing Accreditation Commission (CAC) of ABET","University of North Carolina System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
54,University of North Carolina at Pembroke,world rank  1746,"One University Drive
Pembroke
28372-1510 North Carolina
United States",+1 (910) 521 6000,Men and Women (coed),Native American non-tribal Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
American Chemical Society (ACS)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","University of North Carolina System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
55,University of North Carolina School of the Arts,world rank  2395,"1533 South Main Street
Winston-Salem
27117-2189 North Carolina
United States",+1 (336) 770 3399,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,no-data,University of North Carolina System,['Not reported']
56,University of North Carolina Wilmington,world rank  770,"601 South College Road
Wilmington
28403-5963 North Carolina
United States",+1 (910) 962 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation
American Chemical Society (ACS)
Computing Accreditation Commission (CAC) of ABET","University of North Carolina System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
57,University of North Dakota,world rank  484,"264 Centennial Dr Stop 8193
Grand Forks
58202-8193 North Dakota
United States",+1 (800) 225 5863,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","North Dakota University System (NDUS)
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
58,University of North Florida,world rank  722,"1 UNF Drive
Jacksonville
32224-7699 Florida
United States",+1 (904) 620 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Computing Accreditation Commission (CAC) of ABET
American Chemical Society (ACS)
American Council for Construction Education
Association for University Programs in Health Administration","State University System of Florida (SUSF)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
