,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
280,Guru Angad Dev Veterinary and Animal Sciences University,world rank  8134,"Ferozepur Road
Ludhiana
141 004 Punjab
India",+91 (161) 255 3342,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
281,Guru Ghasidas Vishwavidyalaya,world rank  6906,"Koni
Bilaspur
495 009 Chhattisgarh
India",+91 (7752) 272 783,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Guru Ghasidas Vishwavidyalaya
|
Faculty of Science Faculty of Arts Faculty of Social Science Faculty of Life Science Faculty of Engineering Faculty of Management and Commerce Faculty of Medical Science Faculty of Physical Science Faculty of Natural Science Faculty of Adult and Continuing Education",['library']
282,Guru Gobind Singh Indraprastha University,world rank  2819,"Sector 16C, Dwarka
New Delhi
110 075 NCT of Delhi
India",+91 (11) 2530 2170,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'distant learning']"
283,Guru Jambheshwar University of Science and Technology,world rank  6468,"Delhi-Sirsa Road
Hisar
125 001 Haryana
India",+91 (1662) 276 192,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Guru Jambheshwar University of Science and Technology
|
Faculty of Media Studies Faculty of Non-Conventional Sources of Energy and Environmental Science Faculty of Science and Technology Interface Faculty of Engineering and Technology Faculty of Pharmaceutical Science Faculty of Medical Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
284,Guru Kashi University,world rank  10267,"Sirsa-Sardulgarh Road
Talwandi Sabo
151 302 Punjab
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
285,Guru Nanak Dev University,world rank  4807,"Grand Trunk Road, Off National Highway 1
Amritsar
143 005 Punjab
India",+91 (183) 225 8811,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'distant learning']"
286,Guru Ravidas Ayurved University,world rank  10261,"VPO.Kharkan,Una Road
Hoshiarpur
146 001 Punjab
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
287,Gurukul Kangri Vishwavidyalaya,world rank  8946,"PO Gurukula Kangri
Haridwar
249 404 Uttarakhand
India",+91 (1334) 690 011,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
288,Gurvan Erdene Institute of Pedagogy,world rank  12788,"Ulaanbaatar
Ulaanbaatar
Mongolia",+976,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
289,Gurvan Tamir College,world rank  10423,"Tsetserleg
Arkhangai
Mongolia",+976 (12) 3456 789,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
290,Gustav Mahler Privatuniversität für Musik,world rank  11729,"Miessenaler Strasse 8
Klagenfurt
9020 Carinthia
Austria",+43 (50) 536 16552,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
291,Gustavus Adolphus College,world rank  1469,"800 West College Avenue
St. Peter
56082-1498 Minnesota
United States",+1 (507) 933 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Chemical Society (ACS)
Council for the Accreditation of Educator Preparation (CAEP)
National Association of Schools of Music (NASM)
National League for Nursing","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
292,Gwanda State University,world rank  13093,"Epoch Mine Campus, PO Box 30
Filabusi
Matabeleland South
Zimbabwe",+263 84 282 4720,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Gwanda State University
|
Faculty of Engineering and the Environment Faculty of Life Sciences",['Not reported']
293,Gwangju Catholic University,world rank  12014,"170 Namseok-ri Nampyeong-eup
Naju
520-710 South Jeolla
South Korea",+82 (61) 337 2181,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
294,Gwangju National University of Education,world rank  11225,"1-1 Punghyang-dong
Gwangju
500-703 Gwangju
South Korea",+82 (62) 520 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
295,Gwangju University,world rank  7534,"592-1 Jinwol-dong, Nam-gu
Gwangju
503-703 Gwangju
South Korea",+82 (62) 674 2300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
296,Gwynedd Mercy University,world rank  2460,"1325 Sumneytown Pike
Gwynedd Valley
19437-0901 Pennsylvania
United States",+1 (215) 646 7300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"National League for Nursing Accrediting Commission (NLNAC)
International Accreditation Council for Business Education (IACBE)
Joint Review Committee on Education in Cardiovascular Technology","Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
297,Gyeongin National University of Education,world rank  9314,"407-753 (Gyesan-Dong San 59-12) 45 Gyodae-Gil Gyeyang-Gu
Incheon
407-753 Incheon
South Korea",+82 (32) 540 1114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
298,Gyeongju University,world rank  8995,"San 42-1 Hyohun-Dong
Gyeongju
780-712 North Gyeongsang
South Korea",+82 (54) 770 5114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
299,Gyeongnam National University of Science and Technology,world rank  9054,"150 Chilam-dong
Jinju
660-758 South Gyeongsang
South Korea",+82 (55) 751 3114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
300,Gyeongsang National University,world rank  5238,"900 Kajwa-dong
Jinju
660-701 South Gyeongsang
South Korea",+82 (55) 751 6114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
301,Gymnastik- och idrottshögskolan,world rank  6920,"Box 5626
Stockholm
114 86 Stockholm County
Sweden",+46 (8) 402 22 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
